name,year,salary,ast,blk,dreb,ft_p,oreb,per,pf,pts,stl,three_p,to,ts,two_p
jason terry,2010,10650000,292,17,121,0.866,19,16.5,142,1280,94,0.365,109,0.552,0.479
jason terry,2011,11158000,334,13,129,0.85,24,15.9,140,1293,93,0.362,167,0.545,0.493
jason terry,2014,5850313,56,0,33,0.667,4,7.4,48,159,13,0.379,27,0.501,0.327
jason terry,2015,1499187,147,19,106,0.813,15,11.4,116,541,66,0.39,74,0.579,0.504
jason terry,2016,1551659,103,9,65,0.818,14,10.2,91,422,47,0.356,49,0.54,0.504
jason terry,2017,2328652,98,20,91,0.828,15,9.0,95,307,45,0.427,36,0.6,0.444
jason thompson,2009,2035920,93,59,372,0.692,234,13.9,314,910,46,0.0,146,0.54,0.502
jason thompson,2010,2178000,124,73,413,0.715,224,14.6,279,939,41,0.1,139,0.518,0.477
jason thompson,2011,3001284,88,44,310,0.605,144,13.6,212,663,28,0.0,99,0.533,0.51
jason thompson,2012,5250000,79,44,277,0.602,166,16.4,149,583,43,0.0,68,0.558,0.537
jason thompson,2013,5643750,84,61,377,0.694,172,14.6,227,891,48,0.0,101,0.533,0.504
jason thompson,2014,6037500,53,56,374,0.579,153,11.1,251,586,32,0.0,95,0.523,0.506
jason thompson,2015,328955,85,57,391,0.622,139,10.2,239,491,33,0.0,84,0.5,0.471
jason thompson,2016,945126,10,12,58,0.818,22,14.7,40,87,8,0.333,8,0.575,0.529
jason thompson,2016,945126,10,12,58,0.818,22,14.7,40,87,8,0.333,8,0.575,0.529
jason williams,1999,1879920,299,1,139,0.752,14,12.8,91,641,95,0.31,143,0.483,0.446
jason williams,2000,2011080,589,8,208,0.753,22,11.6,140,999,117,0.287,296,0.477,0.466
jason williams,2001,2554072,416,9,166,0.789,19,12.8,114,720,94,0.315,160,0.498,0.483
jason williams,2002,5500000,519,7,173,0.792,22,15.1,102,959,111,0.295,214,0.466,0.449
jason williams,2003,6187500,631,10,187,0.84,25,17.1,130,919,91,0.354,168,0.501,0.418
jason williams,2004,6875000,492,5,122,0.837,25,16.9,97,782,92,0.33,136,0.517,0.487
jason williams,2005,7562500,399,5,103,0.792,19,15.4,91,719,75,0.324,130,0.522,0.506
jason williams,2008,1262275,307,5,118,0.863,12,12.7,93,588,83,0.353,91,0.502,0.415
jason williams,2010,1352181,298,3,119,0.756,7,12.9,65,493,53,0.38,87,0.555,0.512
javale mcgee,2009,1496640,23,75,174,0.66,120,17.0,155,489,33,0.0,61,0.534,0.494
javale mcgee,2010,1601040,14,101,155,0.638,88,17.0,122,386,16,0.0,51,0.539,0.51
javale mcgee,2011,2462400,38,193,411,0.583,223,17.4,232,798,41,0.0,102,0.566,0.552
javale mcgee,2012,10000000,6,31,79,0.373,36,20.5,48,205,10,0.0,19,0.588,0.612
javale mcgee,2013,10750000,24,157,223,0.591,158,20.7,184,717,30,1.0,90,0.589,0.574
javale mcgee,2014,11250000,2,7,7,1.0,10,10.2,16,35,1,0.0,8,0.455,0.447
javale mcgee,2015,12000000,2,1,9,0.5,4,6.8,2,18,0,0.0,5,0.455,0.444
javale mcgee,2016,1403611,3,26,80,0.5,53,19.9,49,172,5,0.0,21,0.574,0.579
javale mcgee,2016,1403611,3,26,80,0.5,53,19.9,49,172,5,0.0,21,0.574,0.579
javale mcgee,2017,2116955,17,67,144,0.505,100,25.2,109,472,19,0.0,40,0.642,0.66
jayson williams,1991,650000,16,6,70,0.661,41,8.0,92,182,9,0.5,40,0.49,0.447
jayson williams,1992,800000,12,20,83,0.636,62,7.4,110,206,20,0.0,44,0.421,0.364
jayson williams,1993,950000,0,4,19,0.389,22,10.6,24,49,4,0.0,8,0.454,0.457
jayson williams,1996,2250000,47,57,461,0.592,342,16.4,238,721,35,0.286,106,0.462,0.424
jayson williams,1997,2500000,51,36,311,0.59,242,15.0,158,550,24,0.0,82,0.443,0.412
jayson williams,1998,11000000,67,49,440,0.666,443,18.7,236,837,45,0.0,95,0.541,0.501
jayson williams,1999,12375000,33,60,213,0.565,147,14.5,126,242,24,0.0,46,0.474,0.449
jeff foster,2001,986400,33,28,245,0.516,144,12.5,152,249,39,0.286,52,0.492,0.476
jeff foster,2002,1571335,70,38,350,0.61,206,12.9,232,467,71,0.133,79,0.493,0.462
jeff foster,2003,4000000,51,21,161,0.54,118,12.0,103,162,28,0.0,34,0.394,0.364
jeff foster,2004,4500000,64,27,362,0.669,248,16.2,189,497,71,0.0,60,0.578,0.55
jeff foster,2005,5000000,43,12,345,0.634,205,15.4,186,426,46,0.0,55,0.551,0.527
jeff foster,2008,5500000,129,32,404,0.593,264,15.7,221,496,56,0.0,62,0.568,0.554
jeff foster,2009,6077500,130,49,293,0.658,215,13.0,229,452,53,0.286,88,0.542,0.506
jeff foster,2010,6655000,21,4,47,0.556,34,9.6,45,49,3,0.0,14,0.49,0.489
jeff foster,2011,3000000,46,31,190,0.563,160,14.3,127,187,24,0.0,26,0.497,0.488
jeff green,2008,3287640,119,49,278,0.744,101,9.8,198,838,46,0.276,158,0.491,0.444
jeff green,2009,3516960,155,33,399,0.788,120,13.9,202,1290,81,0.389,173,0.536,0.463
jeff green,2010,4455988,134,72,378,0.74,112,13.8,221,1239,104,0.333,135,0.53,0.503
jeff green,2014,9445000,138,47,326,0.795,54,13.1,180,1382,57,0.341,165,0.52,0.448
jeff green,2015,9200000,81,21,144,0.825,43,14.2,81,588,26,0.362,52,0.53,0.452
jeff green,2016,15000000,40,21,72,0.615,19,12.0,62,293,18,0.325,24,0.496,0.468
jeff green,2017,2116955,81,13,175,0.863,39,10.5,103,638,37,0.275,75,0.505,0.458
jeff hornacek,1991,1428000,409,16,247,0.897,74,17.8,185,1350,111,0.418,130,0.587,0.534
jeff hornacek,1992,1646000,411,31,301,0.886,106,18.9,218,1632,158,0.439,170,0.592,0.525
jeff hornacek,1993,1946000,548,21,258,0.865,84,18.2,203,1511,131,0.39,222,0.553,0.49
jeff hornacek,1994,2121400,104,3,48,0.891,19,17.6,71,394,32,0.429,33,0.598,0.522
jeff hornacek,1995,2121000,347,17,157,0.882,53,18.6,181,1337,129,0.406,145,0.62,0.547
jeff hornacek,1996,2396000,340,20,147,0.893,62,19.1,171,1247,106,0.466,127,0.619,0.514
jeff hornacek,1997,4195000,361,26,181,0.899,60,18.8,188,1191,124,0.369,134,0.596,0.516
jeff hornacek,1998,3455000,349,15,205,0.885,65,19.3,175,1139,109,0.441,132,0.587,0.489
jeff mcinnis,2001,590850,447,7,179,0.807,41,15.6,199,1046,75,0.361,113,0.521,0.482
jeff mcinnis,2002,3000000,500,6,168,0.836,45,13.8,202,1184,63,0.321,147,0.486,0.437
jeff mcinnis,2003,3300000,170,2,75,0.746,22,10.0,117,432,21,0.171,75,0.477,0.469
jeff mcinnis,2004,3600000,234,4,65,0.836,17,15.3,69,363,36,0.388,59,0.503,0.426
jeff mcinnis,2005,3400000,391,1,125,0.813,32,12.4,177,975,56,0.345,117,0.495,0.439
jeff teague,2010,1476840,122,11,62,0.837,5,11.0,82,228,34,0.219,50,0.459,0.426
jeff teague,2011,1579920,138,25,91,0.794,11,14.6,82,361,45,0.375,64,0.521,0.449
jeff teague,2012,2433077,321,37,138,0.757,21,15.8,145,831,106,0.342,134,0.551,0.514
jeff teague,2013,8000000,579,28,155,0.881,25,16.8,181,1166,117,0.359,230,0.543,0.482
jeff teague,2014,8000000,528,17,174,0.846,34,17.1,158,1304,89,0.329,232,0.541,0.469
jeff teague,2015,8000000,513,31,154,0.862,30,20.6,139,1162,125,0.343,205,0.566,0.496
jeff teague,2016,8800000,470,24,181,0.837,33,17.9,167,1239,97,0.4,218,0.551,0.454
jeff teague,2017,19000000,639,32,298,0.867,33,19.2,165,1254,100,0.357,216,0.574,0.475
jelani mccoy,1999,1000000,4,20,52,0.5,27,21.1,42,133,11,0.0,10,0.704,0.737
jelani mccoy,2000,1110000,24,46,125,0.495,54,13.2,127,249,15,0.0,45,0.574,0.576
jelani mccoy,2001,565850,57,49,159,0.441,92,11.1,141,317,18,0.0,75,0.52,0.523
jelani mccoy,2002,637435,7,5,17,0.25,8,9.5,14,26,0,0.0,8,0.53,0.571
jelani mccoy,2003,36643,43,60,260,0.548,95,12.4,162,457,28,0.0,96,0.507,0.491
jelani mccoy,2004,167418,0,0,3,0.0,1,-3.8,4,0,0,0.0,1,0.0,0.0
jeremy lin,2011,762195,42,9,22,0.76,12,14.8,31,76,33,0.2,18,0.458,0.403
jeremy lin,2014,8374646,294,27,153,0.823,34,14.3,166,890,68,0.358,176,0.572,0.492
jeremy lin,2015,2100000,339,32,170,0.795,26,15.6,189,832,82,0.369,166,0.539,0.444
jeremy lin,2016,11483254,235,42,211,0.815,42,13.8,165,914,58,0.336,150,0.534,0.446
jeremy lin,2017,12000000,184,14,124,0.816,11,19.2,79,523,41,0.372,86,0.566,0.48
jermaine o'neal,1997,950640,8,26,85,0.603,39,13.7,46,185,2,0.0,27,0.494,0.454
jermaine o'neal,2001,6325000,98,228,545,0.601,249,17.5,280,1041,49,0.0,161,0.501,0.468
jermaine o'neal,2002,6900000,118,166,569,0.688,188,18.1,269,1371,45,0.071,174,0.521,0.484
jermaine o'neal,2003,13152000,155,178,594,0.731,202,21.4,277,1600,66,0.333,180,0.539,0.487
jermaine o'neal,2004,14796000,164,199,585,0.757,193,21.1,248,1566,59,0.111,181,0.489,0.438
jermaine o'neal,2005,16440000,82,88,303,0.754,85,22.9,173,1068,25,0.167,131,0.52,0.454
jermaine o'neal,2010,5765000,92,95,362,0.72,124,17.9,212,950,25,0.0,125,0.563,0.53
jermaine o'neal,2011,6226200,12,30,63,0.674,25,9.2,65,129,2,0.0,27,0.504,0.463
jermaine o'neal,2012,1352181,10,43,98,0.677,37,9.4,80,125,8,0.0,21,0.468,0.433
jermaine o'neal,2013,2000000,42,78,211,0.835,82,16.7,126,454,19,0.0,73,0.538,0.482
jerome james,2002,4546000,24,86,143,0.5,89,11.9,174,298,25,0.0,74,0.498,0.491
jerome james,2003,5000600,27,82,138,0.587,78,13.1,166,276,12,0.0,75,0.506,0.478
jerome james,2004,5455200,32,60,152,0.66,78,11.3,180,324,20,0.0,82,0.535,0.498
jerome james,2005,5000000,19,111,160,0.723,81,10.0,279,395,23,0.0,88,0.533,0.512
jerome james,2008,6200000,0,0,3,1.0,0,45.3,0,4,0,0.0,0,1.064,1.0
jerome james,2009,6600000,0,1,2,0.0,1,12.5,2,6,1,0.0,1,0.375,0.375
jerome kersey,1991,561000,227,76,312,0.709,169,15.6,251,1084,101,0.308,149,0.526,0.481
jerome kersey,1992,2655000,243,71,392,0.664,241,14.7,254,971,114,0.125,151,0.502,0.47
jerome kersey,1993,2940000,121,41,280,0.634,126,13.7,181,686,80,0.286,84,0.475,0.445
jerome kersey,1994,3608000,75,49,201,0.748,130,14.5,213,508,71,0.125,63,0.481,0.438
jerome kersey,1995,255000,82,35,163,0.766,93,14.5,173,508,52,0.259,64,0.467,0.424
jerome kersey,1996,247500,114,45,209,0.66,154,13.1,205,510,91,0.176,75,0.452,0.418
jerome kersey,1997,500000,89,49,251,0.602,112,12.3,219,476,119,0.262,74,0.475,0.461
jerome kersey,2000,1000000,69,47,167,0.707,58,10.0,161,321,67,0.0,51,0.431,0.423
jerome williams,1997,652800,7,1,28,0.529,22,12.6,18,49,13,0.0,13,0.419,0.392
jerome williams,1998,737880,48,10,209,0.651,170,16.3,144,410,51,0.0,60,0.568,0.526
jerome williams,1999,2550000,23,7,191,0.673,158,18.2,108,355,63,0.0,41,0.558,0.5
jerome williams,2000,2870000,68,21,512,0.616,277,17.9,196,689,95,0.0,105,0.593,0.567
jerome williams,2001,5000000,13,10,69,0.778,35,17.3,43,131,18,0.0,16,0.581,0.522
jerome williams,2002,5250000,75,25,221,0.676,165,15.7,153,518,78,0.0,68,0.542,0.49
jerome williams,2003,5987500,95,26,419,0.555,231,15.6,197,691,116,0.167,98,0.525,0.503
jerome williams,2004,6187500,61,5,205,0.675,142,15.4,104,345,71,0.0,51,0.516,0.478
jerome williams,2005,6620063,41,10,168,0.669,115,13.2,155,359,55,0.0,65,0.563,0.513
jerry stackhouse,1996,2286000,278,79,175,0.747,90,14.8,179,1384,76,0.318,252,0.525,0.449
jerry stackhouse,1997,2583360,253,63,182,0.766,156,14.1,219,1679,93,0.298,316,0.524,0.446
jerry stackhouse,1998,3887000,174,38,113,0.782,77,16.8,119,896,58,0.208,150,0.53,0.488
jerry stackhouse,1999,4781250,118,19,81,0.85,26,15.2,79,607,34,0.278,121,0.509,0.403
jerry stackhouse,2000,5310000,365,36,197,0.815,118,18.9,188,1939,103,0.288,311,0.545,0.462
jerry stackhouse,2001,5843750,410,54,216,0.822,99,21.8,160,2380,97,0.351,326,0.521,0.418
jerry stackhouse,2002,6375000,403,37,238,0.858,77,19.0,163,1629,77,0.287,266,0.518,0.43
jerry stackhouse,2003,6906250,316,28,197,0.878,61,18.7,130,1508,65,0.29,193,0.528,0.439
jerry stackhouse,2004,7437500,103,3,78,0.806,16,13.2,49,362,24,0.354,88,0.494,0.41
jerry stackhouse,2005,8367187,127,10,145,0.849,38,15.9,104,833,53,0.267,106,0.525,0.446
jerry stackhouse,2008,7000000,145,10,100,0.892,33,13.3,82,618,28,0.326,86,0.523,0.447
jerry stackhouse,2009,2000000,12,1,12,1.0,5,3.4,6,42,4,0.158,9,0.333,0.317
jerry stackhouse,2012,1352181,14,3,17,0.913,6,11.5,12,108,10,0.342,13,0.49,0.387
jerryd bayless,2009,2143080,78,2,49,0.806,8,8.2,81,228,16,0.259,56,0.487,0.383
jerryd bayless,2010,2292600,172,5,102,0.831,18,14.3,152,630,26,0.315,94,0.534,0.437
jerryd bayless,2011,3042280,238,4,126,0.81,24,14.9,133,601,36,0.348,110,0.545,0.461
jerryd bayless,2012,3000000,118,4,58,0.852,8,17.7,70,353,24,0.423,53,0.561,0.424
jerryd bayless,2013,3135000,264,17,154,0.836,22,13.5,168,693,59,0.353,120,0.514,0.45
jerryd bayless,2014,3000000,128,4,72,0.803,14,12.5,89,416,40,0.395,60,0.514,0.43
jerryd bayless,2015,3000000,233,12,189,0.883,22,11.1,163,598,59,0.308,133,0.519,0.462
jerryd bayless,2016,9424084,163,11,120,0.778,21,12.4,111,541,47,0.437,73,0.568,0.408
jerryd bayless,2017,9000000,13,0,9,0.9,3,8.7,4,33,0,0.4,9,0.453,0.333
jim jackson,1994,2700000,374,25,219,0.821,169,14.4,161,1576,87,0.283,334,0.497,0.452
jim jackson,1995,3200000,191,12,140,0.805,120,18.9,92,1309,28,0.318,160,0.549,0.49
jim jackson,1996,3900000,235,22,237,0.825,173,16.6,165,1604,47,0.363,191,0.538,0.459
jim jackson,1997,4600000,160,17,133,0.852,51,15.0,81,512,29,0.37,101,0.518,0.432
jim jackson,2000,2330000,230,10,293,0.877,101,14.3,167,1317,57,0.386,185,0.496,0.418
jim jackson,2001,789170,113,6,109,0.786,36,9.7,97,400,34,0.238,82,0.443,0.408
jim jackson,2002,791341,140,14,236,0.862,54,11.3,145,589,42,0.469,106,0.511,0.438
jim jackson,2003,2200000,118,4,178,0.855,84,12.4,132,487,31,0.451,80,0.501,0.44
jim jackson,2004,2420000,226,23,435,0.843,52,12.2,227,1033,86,0.4,175,0.54,0.444
jim mcilvaine,1995,525000,10,60,65,0.683,40,10.0,95,96,10,0.0,19,0.539,0.479
jim mcilvaine,1996,3000000,11,166,164,0.552,66,9.7,171,182,21,0.0,36,0.476,0.428
jim mcilvaine,1997,3600000,23,164,198,0.495,132,11.1,247,314,39,0.143,62,0.486,0.48
jim mcilvaine,1998,4200000,19,137,163,0.556,96,9.5,240,247,24,0.0,54,0.477,0.459
jim mcilvaine,1999,4800000,2,32,23,0.667,31,9.5,59,48,9,0.0,13,0.447,0.431
jim mcilvaine,2000,5400000,36,117,124,0.518,106,10.0,205,157,26,0.0,38,0.439,0.416
jim mcilvaine,2001,6000000,4,15,27,0.667,8,6.2,35,28,7,0.0,9,0.421,0.357
joakim noah,2008,2295480,84,64,242,0.691,174,15.5,173,488,68,0.0,89,0.539,0.484
joakim noah,2009,2455680,106,110,362,0.676,244,16.5,238,537,49,0.0,82,0.594,0.558
joakim noah,2010,3128536,132,100,484,0.744,220,17.9,198,687,32,0.0,117,0.557,0.504
joakim noah,2011,12000000,107,72,316,0.739,182,18.8,156,561,48,0.0,90,0.579,0.526
joakim noah,2012,11300000,160,92,387,0.748,242,19.6,162,652,41,0.0,92,0.561,0.509
joakim noah,2013,11100000,262,141,473,0.751,260,18.1,185,784,78,0.0,176,0.534,0.485
joakim noah,2016,17000000,110,29,168,0.489,87,14.1,77,124,18,0.0,52,0.406,0.386
joakim noah,2017,17765000,103,37,241,0.436,161,15.2,127,232,30,0.0,58,0.493,0.495
jodie meeks,2010,762195,17,1,23,0.722,4,15.8,19,112,5,0.38,5,0.566,0.512
jodie meeks,2011,854389,78,4,150,0.894,21,12.6,97,774,63,0.397,60,0.6,0.468
jodie meeks,2012,1500000,54,3,144,0.906,17,11.5,82,556,40,0.365,29,0.551,0.468
jodie meeks,2013,1550000,69,5,134,0.896,37,11.4,103,618,58,0.357,52,0.54,0.441
jodie meeks,2014,6000000,138,4,164,0.857,30,14.7,119,1209,111,0.401,111,0.601,0.514
jodie meeks,2015,6270000,79,6,92,0.906,12,14.1,76,663,59,0.349,57,0.548,0.46
jodie meeks,2016,6540000,3,0,4,1.0,1,13.5,2,22,0,0.444,1,0.506,0.273
jodie meeks,2017,3290000,45,4,72,0.878,5,13.1,41,327,34,0.409,36,0.567,0.395
joe dumars,1993,1280000,308,7,85,0.864,63,17.6,141,1809,78,0.375,138,0.555,0.489
joe dumars,1994,1096700,261,4,116,0.836,35,16.2,118,1410,63,0.388,159,0.558,0.477
joe dumars,1997,3000000,318,1,153,0.867,38,15.6,97,1158,57,0.432,128,0.586,0.446
joe dumars,1998,1000000,253,2,90,0.825,14,14.3,99,943,44,0.371,84,0.549,0.468
joe dumars,1999,510000,134,2,56,0.836,12,15.1,51,428,23,0.403,53,0.568,0.426
joe johnson,2002,1729560,105,11,83,0.778,35,11.5,55,277,26,0.333,43,0.462,0.435
joe johnson,2003,1850160,210,19,207,0.774,57,11.6,143,803,62,0.366,108,0.472,0.408
joe johnson,2004,2358954,362,26,305,0.75,80,13.9,177,1367,93,0.305,199,0.491,0.463
joe johnson,2005,12000000,291,24,302,0.75,120,15.1,167,1400,79,0.478,148,0.556,0.454
joe johnson,2006,12744189,536,31,237,0.791,98,17.9,187,1653,103,0.356,267,0.537,0.487
joe johnson,2007,13488377,249,11,186,0.748,53,19.5,115,1426,60,0.381,176,0.558,0.504
joe johnson,2008,14232567,474,18,284,0.834,83,17.3,168,1779,84,0.381,223,0.535,0.454
joe johnson,2009,14976754,455,19,281,0.826,65,18.2,176,1688,84,0.36,195,0.534,0.468
joe johnson,2010,16324500,369,5,279,0.818,74,19.3,145,1619,82,0.369,145,0.538,0.488
joe johnson,2011,18038573,338,7,232,0.802,59,16.4,131,1312,47,0.297,146,0.517,0.494
joe johnson,2012,19752645,232,13,168,0.849,53,18.4,75,1129,48,0.388,116,0.557,0.489
joe johnson,2013,21466718,253,14,165,0.82,53,14.1,99,1170,49,0.375,123,0.521,0.452
joe johnson,2014,23180790,216,10,222,0.815,48,15.5,129,1245,47,0.401,120,0.564,0.489
joe johnson,2015,24894863,292,14,331,0.801,53,14.1,120,1154,59,0.359,137,0.523,0.472
joe johnson,2016,11000000,86,2,53,0.765,15,15.2,46,321,21,0.417,43,0.603,0.569
joe johnson,2016,11000000,86,2,53,0.765,15,15.2,46,321,21,0.417,43,0.603,0.569
joe johnson,2017,10505000,144,18,209,0.818,33,12.8,93,715,36,0.411,69,0.542,0.454
joe kleine,1991,950000,21,14,173,0.783,71,9.9,108,258,15,0.0,53,0.519,0.472
joe kleine,1992,1150000,32,14,202,0.708,94,13.5,99,326,23,0.5,27,0.519,0.491
joe kleine,1993,650000,39,17,233,0.707,113,9.6,123,257,17,0.0,37,0.439,0.414
joe kleine,1994,845000,45,19,143,0.769,50,11.2,118,285,14,0.455,35,0.522,0.49
joe kleine,1995,1040000,39,18,177,0.857,82,9.8,174,280,14,0.0,35,0.489,0.452
joe kleine,1996,1235000,44,6,96,0.8,36,6.8,113,164,13,0.286,37,0.456,0.426
joe kleine,1997,272250,23,12,75,0.722,39,8.7,57,84,8,0.5,21,0.467,0.425
joe kleine,1998,1000000,30,5,50,0.833,27,5.5,63,93,4,0.0,28,0.408,0.368
joe smith,1996,2794000,79,134,417,0.773,300,17.2,224,1251,85,0.357,138,0.523,0.461
joe smith,1997,3165160,125,86,418,0.814,261,16.0,244,1493,74,0.261,192,0.512,0.461
joe smith,1998,1750000,27,13,75,0.788,58,12.9,94,309,18,0.0,52,0.503,0.45
joe smith,1999,2100000,68,66,200,0.755,154,16.6,147,588,32,0.0,66,0.486,0.43
joe smith,2000,2250000,88,85,298,0.756,186,14.4,302,774,45,1.0,119,0.525,0.463
joe smith,2001,4538000,79,50,331,0.805,160,14.6,258,847,47,0.0,88,0.475,0.405
joe smith,2002,4991800,82,59,301,0.83,152,16.0,250,767,39,0.667,86,0.571,0.51
joe smith,2003,5445600,38,55,159,0.779,111,14.3,171,404,14,0.0,43,0.524,0.463
joe smith,2004,5899400,78,94,413,0.859,230,16.6,209,830,47,0.2,82,0.51,0.441
joe smith,2005,6353200,67,38,362,0.768,179,15.0,222,813,43,0.0,79,0.564,0.515
joe smith,2006,6807000,31,13,147,0.774,83,16.1,120,379,24,0.0,40,0.533,0.479
joe smith,2007,5200000,46,20,253,0.846,107,14.1,125,497,31,0.0,63,0.508,0.449
joe smith,2008,4795000,19,16,81,0.652,55,14.9,73,219,9,0.0,22,0.547,0.518
joe smith,2009,1306455,16,14,64,0.75,36,14.8,50,136,7,0.333,10,0.534,0.5
joe smith,2010,1352181,21,19,91,0.813,66,11.2,95,194,6,0.143,22,0.453,0.409
joe wolf,1991,763000,107,31,264,0.831,136,10.1,244,539,60,0.133,95,0.485,0.46
joe wolf,1992,29000,61,14,143,0.803,97,7.2,124,254,32,0.091,60,0.415,0.372
joe wolf,1995,225000,37,6,95,0.75,34,6.8,101,90,9,0.333,22,0.511,0.48
joe wolf,1996,400000,63,5,136,0.724,49,9.0,161,291,13,0.0,40,0.53,0.527
joe wolf,1997,480000,20,11,80,0.737,32,7.9,105,95,14,0.143,14,0.488,0.476
joe wolf,1998,1000000,30,7,90,0.5,36,5.1,92,87,20,0.2,22,0.347,0.342
joel anthony,2012,3750000,9,84,150,0.69,100,10.3,126,219,36,0.0,45,0.598,0.559
joel anthony,2013,3800000,13,42,70,0.607,45,10.4,49,87,13,0.0,22,0.542,0.515
joel anthony,2014,3800000,2,8,18,0.333,13,8.1,13,22,3,0.0,2,0.384,0.385
joel anthony,2015,2500000,5,49,61,0.682,32,14.7,55,87,12,0.0,12,0.607,0.581
joel anthony,2016,663810,1,12,13,0.75,8,14.1,15,18,2,0.0,2,0.666,0.6
joel przybilla,2001,1741440,2,30,42,0.273,29,5.9,56,27,3,0.0,13,0.339,0.343
joel przybilla,2002,1862880,21,118,205,0.422,78,10.2,199,190,20,0.0,43,0.523,0.539
joel przybilla,2003,2373309,12,45,97,0.5,48,7.9,85,48,10,0.0,19,0.424,0.391
joel przybilla,2004,1500000,4,17,70,0.414,31,7.1,48,48,5,0.0,16,0.382,0.36
joel przybilla,2005,1560000,74,163,410,0.517,178,15.5,239,488,24,0.0,98,0.596,0.598
joel przybilla,2006,5215000,43,130,245,0.532,146,15.3,149,344,20,0.0,76,0.561,0.548
joel przybilla,2007,5762575,12,67,109,0.37,59,7.4,124,84,10,0.0,40,0.467,0.474
joel przybilla,2008,6310150,27,93,454,0.68,195,12.3,234,371,13,0.0,95,0.611,0.578
joel przybilla,2009,6857725,27,97,513,0.663,204,15.4,215,448,34,0.0,78,0.652,0.627
joel przybilla,2012,1352181,6,16,109,0.611,29,6.0,66,55,4,0.0,22,0.492,0.458
johan petro,2006,1006800,15,51,187,0.627,109,10.4,213,353,25,0.0,60,0.53,0.51
johan petro,2007,1077120,45,47,243,0.649,92,11.6,237,502,39,0.0,82,0.532,0.516
johan petro,2008,1939893,32,42,272,0.736,98,10.0,173,432,35,0.0,73,0.453,0.42
johan petro,2009,884881,10,10,48,0.429,15,6.4,56,60,3,0.0,13,0.434,0.435
johan petro,2010,3250000,14,13,97,0.667,32,10.7,80,122,10,0.0,23,0.553,0.54
johan petro,2011,3250000,44,34,150,0.536,62,9.9,178,273,34,0.0,46,0.452,0.451
johan petro,2012,3500000,45,23,156,0.838,68,10.3,122,250,21,1.0,38,0.452,0.417
john crotty,1993,200000,55,0,13,0.684,4,13.2,29,102,11,0.143,30,0.575,0.603
john crotty,1994,250000,77,1,20,0.861,11,17.5,36,132,15,0.458,27,0.575,0.453
john crotty,1995,350000,205,6,70,0.81,27,12.2,105,295,39,0.306,70,0.519,0.421
john crotty,1998,600000,63,1,28,0.941,4,7.0,28,96,10,0.3,42,0.457,0.329
john crotty,1999,477000,58,0,22,0.851,8,14.0,30,147,9,0.371,33,0.538,0.42
john crotty,2000,800000,128,5,58,0.86,17,12.5,104,325,27,0.413,54,0.557,0.427
john crotty,2001,1000000,34,0,15,0.895,13,7.2,32,65,6,0.571,19,0.443,0.31
john crotty,2002,138171,141,1,59,0.864,16,14.5,77,284,19,0.449,51,0.599,0.482
john lucas,2006,700000,12,0,3,0.0,2,7.7,6,30,5,0.222,7,0.417,0.444
john lucas,2011,915852,1,0,0,0.0,0,-0.1,0,2,0,0.0,0,0.258,0.5
john lucas,2012,1500000,108,1,54,0.875,22,16.3,42,369,19,0.393,42,0.496,0.404
john lucas,2013,1600000,105,1,57,0.72,8,12.8,50,333,23,0.377,26,0.483,0.393
john lucas,2014,123827,42,0,27,0.625,12,5.2,41,159,14,0.298,22,0.403,0.349
john salley,1993,2452000,83,70,200,0.799,113,11.9,192,423,32,0.0,101,0.571,0.502
john salley,1994,2652000,135,78,275,0.729,132,13.0,260,582,56,0.667,94,0.544,0.476
john salley,1995,2402000,123,85,226,0.739,110,11.4,279,547,47,0.0,97,0.563,0.499
john salley,1996,2225000,15,15,23,0.6,20,8.7,38,36,8,0.0,16,0.411,0.343
john salmons,2005,1669001,114,13,109,0.729,12,9.7,92,236,40,0.341,51,0.511,0.454
john salmons,2006,4400000,223,13,172,0.775,48,10.7,178,619,73,0.299,125,0.508,0.445
john salmons,2009,5456000,53,15,96,0.843,16,16.0,60,476,25,0.415,43,0.596,0.502
john salmons,2010,8000000,98,4,79,0.867,17,17.6,65,596,34,0.385,53,0.581,0.497
john salmons,2011,8500000,252,28,239,0.813,27,12.8,157,1024,72,0.379,137,0.51,0.427
john salmons,2012,8083000,93,7,114,0.644,20,9.0,77,344,37,0.295,45,0.471,0.464
john salmons,2013,7583000,226,25,174,0.773,33,10.2,143,672,51,0.371,85,0.509,0.42
john salmons,2014,1000000,103,11,105,0.733,12,7.6,92,298,35,0.388,40,0.472,0.354
john starks,1991,400000,204,17,101,0.752,30,14.3,137,466,59,0.29,74,0.511,0.483
john starks,1992,600000,276,18,146,0.778,45,16.4,231,1139,103,0.348,150,0.55,0.492
john starks,1993,1112000,404,12,150,0.795,54,16.3,234,1397,91,0.321,173,0.519,0.469
john starks,1994,1362500,348,6,148,0.754,37,16.0,191,1120,95,0.335,184,0.516,0.464
john starks,1995,1613000,411,4,185,0.737,34,13.8,257,1223,92,0.355,160,0.526,0.448
john starks,1996,1913000,315,11,206,0.753,31,14.2,226,1024,103,0.361,156,0.555,0.516
john starks,1997,5112500,217,11,169,0.769,36,15.9,196,1061,90,0.369,158,0.555,0.488
john starks,1998,4000000,219,5,182,0.787,48,14.3,205,1059,78,0.327,143,0.504,0.441
